title,description,NER
Minor girl killed in road accident,"		A minor girl was killed in a road accident in Gafargaon upazila of Mymensingh on Wednesday evening.Daughter of Ershad Ullah, deceased Nadia Akhter, 4, was a resident of Bhorbhora village under Rosulpur Union in the upazila.Gafargaon Police Station officer in-charge Mohammad Abdul Ahad Khan said, a CNG-run auto-bike run over Nadia around 6:30 pm while she was playing with other children beside the road, leaving her critically injured.She was rushed to Community Based Medical College Hospital where the on-duty doctor declared her dead.Victim’s grandfather Abul Kashem filed a case in this connection with the Police Station, accusing the auto-bike driver.MA/TF ","[('Gafargaon', 'GPE'), ('Mymensingh', 'GPE'), ('Wednesday evening', 'TIME'), ('Ershad Ullah', 'PERSON'), ('Nadia Akhter', 'PERSON'), ('4', 'DATE'), ('Bhorbhora village', 'GPE'), ('Rosulpur Union', 'GPE'), ('Gafargaon Police Station', 'ORG'), ('Mohammad Abdul Ahad Khan', 'PERSON'), ('Nadia', 'PERSON'), ('around 6:30 pm', 'TIME'), ('Community Based Medical College Hospital', 'ORG'), ('Abul Kashem', 'PERSON'), ('the Police Station', 'ORG')]"
Motorcyclist killed in road accident,"Motorcyclist killed in road accident A motorcyclist was killed as a truck rammed into a motorcycle in Kamarkhanda upazila of Sirajganj district on Wednesday afternoon. The identity of the deceased could not be found yet, said Syed Shahid Alam, officer in-charge of Bangabandhu Bridge West Police Station.A sand-laden truck hit a motorcycle in Simanto Bazar area on the Dhaka-Sirajganj highway, leaving its one rider dead on the spot and another injured, the OC said. The body was sent to Sheikh Fazilatunnesa Mujib General Hospital morgue, the OC added.MUS     ","[('Kamarkhanda', 'GPE'), ('Sirajganj', 'GPE'), ('Wednesday', 'DATE'), ('afternoon', 'TIME'), ('Syed Shahid Alam', 'PERSON'), ('Bangabandhu Bridge West Police Station', 'FAC'), ('Simanto Bazar', 'LOC'), ('Dhaka', 'GPE'), ('Sirajganj', 'GPE'), ('one', 'CARDINAL'), ('Sheikh Fazilatunnesa Mujib General Hospital', 'ORG')]"
College student killed in road accident,"College student killed in road accidentA college student was killed and another injured as a truck rammed into their motorcycle in Kahaloo upazila of Bogura on Wednesday morning.Son of Pramanik, deceased Al Hadi, 20, was a first year degree student of Dorgahat Degree College. He was a resident of Kalyanpur village under Narhatta union in the upazila.Kahaloo Police Station SI David Himadri said, a sand-laden truck rammed into Hadi’s motorcycle beside Shilkaor Madrasa around 10am while Hadi and Shah Jamal were going to college, leaving Hadi dead on the spot and Jamal injured.Jamal was admitted to Shaheed Ziaur Rahman Medical College Hospital. The body was kept at the hospital morgue.Police, however, seized the killer truck.TF                                                                                 	    ","[('Kahaloo', 'GPE'), ('Bogura', 'GPE'), ('Wednesday', 'DATE'), ('morning', 'TIME'), ('Pramanik', 'GPE'), ('Al Hadi', 'PERSON'), ('20', 'DATE'), ('first', 'ORDINAL'), ('Dorgahat Degree College', 'ORG'), ('Kalyanpur', 'GPE'), ('Narhatta', 'GPE'), ('Kahaloo Police Station', 'ORG'), ('David Himadri', 'PERSON'), ('Hadi', 'PERSON'), ('Shilkaor Madrasa', 'FAC'), ('around 10am', 'TIME'), ('Hadi', 'PERSON'), ('Shah Jamal', 'PERSON'), ('Hadi', 'PERSON'), ('Jamal', 'PERSON'), ('Jamal', 'PERSON'), ('Shaheed Ziaur Rahman Medical College Hospital', 'ORG')]"
Three killed in road accident in Tangail,"		Tangail, Aug 04:  Three people, including a couple, were killed and another was injured when a bus smashed an auto-rickshaw in Mirzapur Upazila of Tangail on Sunday morning.The deceased were identified as Jahangir (40), his wife Taslima (30), residents of Bahuria Union in the upazila and auto-rickshaw driver Shorbes Ali (32) a resident of Baimhati village.Mirzapur Police Station Officer In-Charge Mosharraf Hossain Told the Daily Observer that a Gazipur-bound bus rammed into a battery-run auto-rickshaw carrying the couple and their son at Kadim Dewhata area on the Dhaka-Tangail highway around 11:30 pm leaving Taslima dead on the spot and three others critically injured.  The wounded were rushed to Mirzapur Kumudini Hospital where the on-duty doctors declared Jahangir and Shorbe dead.  The couple's son Bijay's condition is still critical. ","[('Tangail', 'GPE'), ('Three', 'CARDINAL'), ('Mirzapur Upazila', 'GPE'), ('Tangail', 'GPE'), ('Sunday morning', 'TIME'), ('Jahangir', 'PERSON'), ('40', 'DATE'), ('Taslima', 'PERSON'), ('30', 'DATE'), ('Bahuria Union', 'GPE'), ('Shorbes Ali', 'PERSON'), ('32', 'DATE'), ('Baimhati', 'GPE'), ('Mirzapur', 'GPE'), ('Mosharraf Hossain', 'PERSON'), ('the Daily Observer', 'ORG'), ('Gazipur', 'GPE'), ('Kadim Dewhata', 'LOC'), ('Dhaka', 'GPE'), ('11:30 pm', 'TIME'), ('Taslima', 'PERSON'), ('three', 'CARDINAL'), ('Mirzapur Kumudini Hospital', 'ORG'), ('Jahangir', 'PERSON'), ('Shorbe', 'PERSON'), ('Bijay', 'PERSON')]"
Couple among 3 killed in road accident,"Couple among 3 killed in road accident Three people, including a couple, were killed and another was injured when a bus smashed an auto-rickshaw in Mirzapur upazila of Tangail on Sunday morning.The deceased were identified as Jahangir, 40, and his wife Taslima, 30, residents of Bahuria union in the upazila and auto-rickshaw driver Shorbes Ali, 32, a resident of Baimhati village.A Gazipur-bound bus rammed into a battery-run auto-rickshaw, carrying the couple and their son, at Kadim Dewhata area on the Dhaka-Tangail highway around 11:30 pm, leaving Taslima dead on the spot and three others critically injured, said Mirzapur Police Station officer in-charge Mosharraf Hossain.The wounded were rushed to Mirzapur Kumudini Hospital where the on-duty doctors declared Jahangir and Shorbes dead.The couple's son Bijay’s condition is still critical.TF  ","[('3', 'CARDINAL'), ('Three', 'CARDINAL'), ('Mirzapur', 'GPE'), ('Tangail', 'GPE'), ('Sunday morning', 'TIME'), ('Jahangir', 'PERSON'), ('40', 'DATE'), ('Taslima', 'PERSON'), ('30', 'DATE'), ('Bahuria', 'GPE'), ('Shorbes Ali', 'PERSON'), ('32', 'DATE'), ('Baimhati', 'GPE'), ('Gazipur', 'GPE'), ('Kadim Dewhata', 'LOC'), ('Dhaka', 'GPE'), ('around 11:30 pm', 'TIME'), ('Taslima', 'PERSON'), ('three', 'CARDINAL'), ('Mirzapur Police Station', 'ORG'), ('Mosharraf Hossain', 'PERSON'), ('Mirzapur Kumudini Hospital', 'ORG'), ('Jahangir', 'PERSON'), ('Shorbes', 'PERSON'), ('Bijay', 'PERSON')]"
Man killed in road accident,"Man killed in road accident A man was killed in a road accident in Bauphal upazila of Patuakhali district on Saturday afternoon.Deceased Mizanur Rahman, 30, was the son of Nur Mohammad, a resident of Kanakdia village in the upazila.Locals said a pickup van hit a three-wheeler, locally known as Tomtom, in Hogla area on the Bauphal-Baga road around 3:00 pm, leaving its driver Mizan critically injured. He died on way to Sher-E-Bangla Medical College Hospital. Bauphal Police Station officer in-charge Khandaker Mostafizur Rahman confirmed the matter, adding that police seized the pickup van but its driver manged to flee the scene.  MUS ","[('Bauphal', 'GPE'), ('Patuakhali', 'GPE'), ('Saturday', 'DATE'), ('afternoon', 'TIME'), ('Mizanur Rahman', 'PERSON'), ('30', 'DATE'), ('Nur Mohammad', 'PERSON'), ('Kanakdia', 'GPE'), ('three-wheeler, locally known as Tomtom,', 'QUANTITY'), ('Hogla', 'GPE'), ('Bauphal-Baga', 'FAC'), ('around 3:00 pm', 'TIME'), ('Mizan', 'PERSON'), ('Sher-E-Bangla Medical College Hospital', 'ORG'), ('Bauphal Police Station', 'ORG'), ('Khandaker Mostafizur Rahman', 'PERSON')]"
Passerby killed in road accident,"Passerby killed in road accidentA pedestrian was killed in a road accident at Khadim Para area of Sylhet city on Saturday morning.The identity of the deceased could not be known yet.Shahporan Police Station officer in-charge Abdul Kaiyum said, a Sylhet-bound bus hit the person in front of Hillview Tower on the Sylhet-Tamabil road around 9:30am, leaving him critically injured.He was rushed to MAG Osmani Medical College Hospital where the on-duty doctor declared him dead.TF ","[('Khadim Para', 'LOC'), ('Sylhet', 'GPE'), ('Saturday', 'DATE'), ('morning', 'TIME'), ('Shahporan Police Station', 'ORG'), ('Abdul Kaiyum', 'PERSON'), ('Sylhet', 'GPE'), ('Hillview Tower', 'FAC'), ('Sylhet', 'GPE'), ('around 9:30am,', 'TIME'), ('MAG Osmani Medical College Hospital', 'ORG'), ('TF', 'ORG')]"
Old man killed in Ctg road accident,"Old man killed in Ctg road accident A 60-year-old man was killed in a road accident in Khulshi area of the Chattogram on Friday night.The deceased was identified as Md Malek, hailed from Daudkandi upazila of Cumilla.A pickup van hit Malek when he was crossing a road in Jalalabad residential area in the city, leaving him critically injured, said Shilbrata Barua, assistant sub-inspector of the Chattogram Medical College Hospital police outpost.Malek was rushed to the hospital where the on-duty doctor declared him dead. GY/TF ","[('60-year-old', 'DATE'), ('Khulshi', 'LOC'), ('Chattogram', 'GPE'), ('Friday night', 'TIME'), ('Md Malek', 'PERSON'), ('Daudkandi', 'GPE'), ('Cumilla', 'GPE'), ('Malek', 'PERSON'), ('Jalalabad', 'GPE'), ('Shilbrata Barua', 'PERSON'), ('Chattogram Medical College Hospital', 'ORG'), ('Malek', 'PERSON')]"
Man killed in Uzirpur road accident,"Man killed in Uzirpur road accident A man was killed in a road accident in Uzirpur upazila of Barishal on Thursday night.The deceased was identified as Md Milan Shikdar, 32, son of Ashrab Shikdar, a resident of Rakudia village in Babuganj upazila.A Barishal bound truck rammed into a three-wheeler, locally known as Mahindra, on the Dhaka-Barishal highway in Crossfire area around 9.00pm, leaving its driver Milan and a passenger critically injured, said Uzirpur Model Police Station officer in-charge (OC) Shishir Kumar Paul.Later, Milan died on the way to hospital.The body was handed over to the victim’s family, the OC added.GY ","[('Uzirpur', 'GPE'), ('Uzirpur', 'GPE'), ('Barishal', 'GPE'), ('Thursday night', 'TIME'), ('Milan Shikdar', 'PERSON'), ('32', 'DATE'), ('Ashrab Shikdar', 'PERSON'), ('Rakudia', 'GPE'), ('Babuganj', 'GPE'), ('Barishal', 'GPE'), ('three-wheeler', 'QUANTITY'), ('Mahindra', 'PRODUCT'), ('Dhaka', 'GPE'), ('Crossfire area', 'LOC'), ('around 9.00pm,', 'TIME'), ('Milan', 'PERSON'), ('Uzirpur Model Police Station', 'ORG'), ('Shishir Kumar Paul', 'PERSON'), ('Milan', 'PERSON'), ('GY', 'PERSON')]"
Biker killed in Dhamrai road accident,"Biker killed in Dhamrai road accidentA man was killed and two others were injured in a road accident in Dhamrai upazila, on the outskirts of Dhaka on Thursday night.The deceased was identified as Md Selim, 20, son of Korban Ali, a resident in Balitha area under the upazila.A truck rammed into a motorcycle from behind at Bathula area around 10.00 pm, leaving its three riders critically injured, said Dhamrai Fire Service and Civil Defence station officer Humayun Ahmed.They injured were rushed to a local hospital where Selim succumbed to his injury.Golora Highway Police Station officer in-charge Lutfur Rahman confirmed the matter.GY ","[('Dhamrai', 'GPE'), ('two', 'CARDINAL'), ('Dhamrai', 'GPE'), ('Dhaka', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME'), ('Md Selim', 'PERSON'), ('20', 'DATE'), ('Korban Ali', 'PERSON'), ('Balitha', 'GPE'), ('Bathula', 'GPE'), ('around 10.00 pm', 'TIME'), ('three', 'CARDINAL'), ('Dhamrai Fire Service', 'ORG'), ('Civil Defence', 'ORG'), ('Humayun Ahmed', 'PERSON'), ('Selim', 'PERSON'), ('Golora Highway Police Station', 'ORG'), ('Lutfur Rahman', 'PERSON'), ('GY', 'GPE')]"
2 bikers killed in road accident,"2 bikers killed in road accidentTwo bikers were killed when a truck smashed their motorcycle in Godagari upazila of Rajshahi early Thursday.The deceased were identified as Samad, 40, son of late Sabur Khan, and Alam, 35. Both of them hailed from Bidirpur Gongka village of Chapainawabganj Sadar upazila. Locals said, a Rajshahi-bound truck rammed into the motorbike at medical intersection on the Rajshahi-Chapainawabganj highway around 12:30 am, leaving Alam dead on the spot and Samad critically injured.Samad was rushed to a local hospital where the on-duty doctor declared him dead.Godagari Model Police Station officer in-charge Md Jahangir Alam said, they are trying to seize the killer truck.TF ","[('2', 'CARDINAL'), ('Godagari', 'GPE'), ('Rajshahi', 'GPE'), ('early Thursday', 'TIME'), ('Samad', 'PERSON'), ('40', 'DATE'), ('Sabur Khan', 'PERSON'), ('Alam', 'PERSON'), ('35', 'DATE'), ('Bidirpur Gongka', 'GPE'), ('Chapainawabganj Sadar upazila', 'GPE'), ('Rajshahi', 'GPE'), ('Rajshahi', 'GPE'), ('around 12:30 am', 'TIME'), ('Alam', 'PERSON'), ('Samad', 'PERSON'), ('Samad', 'PERSON'), ('Godagari', 'GPE'), ('Model Police Station', 'ORG'), ('Md Jahangir Alam', 'PERSON')]"
Motorcyclist Killed in road accident,"Motorcyclist Killed in road accidentA motorcyclist was killed and another injured in a road accident in Sadar upazila of Magura on Tuesday afternoon. Deceased Sakir Faisal 28, was the son of Khaled Sardar, a resident of Ghoranachh village in the upazila. Quoting witnesses, Magura Sadar police station officer-in-charge (OC) Sirajul Islam said a bus rammed into a motorcycle on which Faisal and his  friend Rony were riding.  Both received critical injuries in the accident that took place on the Magura-Shreepur road around 3:00 pm. Locals sent them to Magura 250-bed Hospital where the on-duty doctor declared Faisal dead. A case was filed with the police station, the OC added. MUS/GY/LY                                                                                                                                                             	    ","[('Sadar', 'GPE'), ('Magura', 'GPE'), ('Tuesday', 'DATE'), ('afternoon', 'TIME'), ('Sakir Faisal', 'PERSON'), ('28', 'DATE'), ('Khaled Sardar', 'PERSON'), ('Ghoranachh', 'GPE'), ('Magura Sadar', 'GPE'), ('Sirajul Islam', 'PERSON'), ('Faisal', 'PERSON'), ('Rony', 'PERSON'), ('Magura', 'GPE'), ('around 3:00 pm', 'TIME'), ('Magura 250-bed Hospital', 'FAC'), ('Faisal', 'PERSON')]"
Youth killed in Laxmipur road accident,"		LAXMIPUR, July 29: A youth was killed and two were injured in a road accident near Mahila College area under Raipur Municipality of the district on Sunday.Deceased Selim, 28, was the son of Sattar Mia of Sadar Upazila in Noakhali District and a field worker of Nestle. Eyewitnesses said the deceased along with his co-worker was going to Laxmipur by a CNG-run auto-rickshaw. At one stage, he fell from the auto-rickshaw on the road, and a truck ran over him, leaving him seriously injured.He was rushed to Raipur Upazila Health Complex where he was declared dead.Officer-in-Charge (OC) of Raipur Police Station Mohammad Tota Mia confirmed the incident and said the body was sent to Laxmipur Sadar Hospital for an autopsy.A case was under process in this connection. ","[('LAXMIPUR', 'GPE'), ('July 29', 'DATE'), ('two', 'CARDINAL'), ('Mahila College', 'FAC'), ('Raipur Municipality', 'GPE'), ('Sunday', 'DATE'), ('Selim', 'PERSON'), ('28', 'DATE'), ('Sattar Mia', 'PERSON'), ('Sadar Upazila', 'GPE'), ('Noakhali District', 'GPE'), ('Nestle', 'ORG'), ('Laxmipur', 'GPE'), ('one', 'CARDINAL'), ('Raipur Upazila Health Complex', 'FAC'), ('Raipur Police Station', 'ORG'), ('Mohammad Tota Mia', 'PERSON'), ('Laxmipur Sadar Hospital', 'ORG')]"
Trader killed in Gopalganj road accident,"		GOPALGANJ, July 28: A trader was killed in an accident on Gopalganj-Tungipara Road in Molliker Math area under Tungipara Upazila of the district on Saturday afternoon.Deceased Syed Anwar Hossen Palash, 40, was the son of late Syed Mansur Ali of Gopalganj town and private clinic businessman.Officer-in-Charge (OC) of Tungipara Police Station AKM Enamul Haque said when the deceased was returning house riding a motorcycle, a Tungipara-bound bus from Dhaka dashed the bike, leaving him seriously injured.He was rushed to Tungipara Hospital first but later to Gopalganj 250-Bed General Hospital where he was declared dead.Police seized the bus, but its driver managed to flee, the OC said. ","[('GOPALGANJ', 'GPE'), ('July 28', 'DATE'), ('Gopalganj-Tungipara Road', 'FAC'), ('Molliker Math', 'LOC'), ('Tungipara Upazila', 'LOC'), ('Saturday', 'DATE'), ('afternoon', 'TIME'), ('Syed Anwar Hossen Palash', 'PERSON'), ('40', 'DATE'), ('Syed Mansur Ali', 'PERSON'), ('Gopalganj', 'GPE'), ('Tungipara Police Station', 'ORG'), ('AKM Enamul Haque', 'PERSON'), ('Tungipara', 'GPE'), ('Dhaka', 'GPE'), ('Tungipara Hospital', 'ORG'), ('first', 'ORDINAL'), ('Gopalganj 250-Bed General Hospital', 'FAC')]"
Man killed in Kurigram road accident,"		KURIGRAM, July 27: A man was killed as a passenger bus crushed him on Fulbari-Nageshwari road under Fulbari upazila in the district on Saturday.The deceased was identified as Aynal Haque, 37, hailed from Chandrakhana village in the upazila.Police said the accident occurred around 8 am near Fulbari BRAC office on Fulbari-Nageshwari road. He was admitted to Fulbari Upazila Health Complex and referred to Rangpur Medical College Hospital as his conditions deteriorated. But Aynal succumbed to his injuries on the way to the hospital. ","[('KURIGRAM', 'GPE'), ('July 27', 'DATE'), ('Fulbari-Nageshwari', 'FAC'), ('Fulbari', 'GPE'), ('Saturday', 'DATE'), ('Aynal Haque', 'PERSON'), ('37', 'DATE'), ('Chandrakhana', 'GPE'), ('around 8 am', 'TIME'), ('Fulbari BRAC', 'FAC'), ('Fulbari-Nageshwari', 'FAC'), ('Fulbari Upazila Health Complex', 'FAC'), ('Rangpur Medical College Hospital', 'ORG'), ('Aynal', 'PERSON')]"
NGO official killed in Thakurgaon road accident,"		THAKURGAON, July 27: An NGO official was killed in a collision between a motorcycle and a nosimon (locally made vehicle) on Ranishongkoil-Baliadangi road near New Market Bridge area under Ranishongkoil Upazila of the district on Friday morning.Deceased Monirul Islam, 42, was the son of late Khairul Islam of Ghanekrishtapur Village under Thakurgaon Sadar Upazila and an official of NGO ASA at Nekmarad Branch in the upazila.Locals said, following the accident, Monirul was seriously injured. He was rushed to Upazila Health Complex where he was declared dead.Officer-in-Charge of Ranishongkoil Police Station Abdul Mannan said they seized the nosimon. ","[('THAKURGAON', 'GPE'), ('July 27', 'DATE'), ('Ranishongkoil', 'GPE'), ('New Market Bridge', 'FAC'), ('Ranishongkoil Upazila', 'GPE'), ('Friday', 'DATE'), ('morning', 'TIME'), ('Monirul Islam', 'PERSON'), ('42', 'DATE'), ('Khairul Islam', 'PERSON'), ('Ghanekrishtapur Village', 'GPE'), ('Thakurgaon Sadar Upazila', 'GPE'), ('NGO ASA', 'ORG'), ('Nekmarad Branch', 'FAC'), ('Monirul', 'PERSON'), ('Upazila Health Complex', 'FAC'), ('Ranishongkoil Police Station', 'ORG'), ('Abdul Mannan', 'PERSON')]"
