,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
382,382,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/mentally-challenged-student-killed-in-gopalganj-road-crash/12316,Mentally challenged student killed in Gopalganj road crash,"February 09, 2019","The deceased was identified as Korban Sarder, 12, son of Nasir Sarder of Sriramkandi village and a student of Special Education School and Vocational Training Centre for mentally challenged.Kamruzzaman, sub-inspector of Tungipara Police Station, said that Korban came out of the centre out without informing others in the morning.The bus hit him when he was crossing the road around 11:30am, leaving him dead on the spot."
383,383,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-army-men-killed-in-noakhali-road-crash/12280,3 Army men killed in Noakhali road crash,"February 08, 2019","The deceased were identified as sepoys Mamun, Foyez and Firoz of the Engineer Corp-21 of Jalalabad Cantonment in Sylhet. Md Shahed Uddin, officer in-charge of Char Jabbar Police Station, said a motorcade of the army men from Jalalabad Cantonment was going to the Swarna Dwip in the upazila for winter parade.As the motorcade reached Totarbazar, one of the vehicles skidded off the road and plunged into a roadside ditch, killing the trio on the spot and injuring nine other army men.On information, members of Fire Service and Civil Defence rushed in and conducted the rescue operation with the help of locals and army personnel.The injured were first taken to the upazila health complex and later airlifted to the Combined Military Hospital in Dhaka, the OC said."
384,384,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/bgb-trooper-killed-in-sirajganj-road-crash/12277,BGB trooper killed in Sirajganj road crash,"February 08, 2019","The deceased was identified as Giasuddin Ahmed, 60, of Shaktipur Mahalla of the upazila.Sub-Inspector Nurul Huda of Shahjadpur Police Station, said Havildar Giasuddin was going to buy bricks at Talgachi area.A cement-laden truck, coming from the opposite direction, hit his motorcycle, leaving him critically injured, the SI said. He died while being taken to a local hospital.A case was filed at the police station over the incident."
385,385,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-of-a-family-killed-in-gopalganj-road-crash/12270,Two of a family killed in Gopalganj road crash,"February 08, 2019","The deceased was identified as Mansura Begum, 20, wife of Nayeem Mollah and her mother-in-law Murshida Begum, 55, hailing from Bhuturia village in Mollahat upazila of Bagerhat district.Md Kamrul Faruk, officer-in-charge of Kotalipara Police Station, said Nayeem along with his wife and mother was going to his father-in-law’s house in Bagerhat.The accident took place when a human hauler collided with the motorbike carrying them around 11:30 am, leaving the duo dead on the spot and Nayeem critically injured.On information, police sent the bodies to Gopalganj General Hospital morgue for autopsy while Nayeem was taken to Khulna Medical College Hospital for treatment, the OC added."
386,386,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/headmaster-killed-in-rangpur-road-crash/12183,Headmaster killed in Rangpur road crash,"February 07, 2019","The deceased was identified as Abdul Majid, 50, headmaster of Fakirhat Government Primary School.Bordargah Highway police sources said the accident took place around 11 pm when the Dhaka-bound bus hit the motorbike carrying Majid while he was returning home, leaving him dead on the spot.On information, police recovered the body and sent it to Rangpur Medical College and Hospital morgue for autopsy."
387,387,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/pick-up-van-driver-killed-in-gaibandha-road-crash/11976,Pick-up van driver killed in Gaibandha road crash,"February 04, 2019","The deceased was identified as Al Amin.Sohrab Hossain, sub-inspector of Gabindaganj Highway Police, said that the accident took place around 12:30 am as a salt-laden truck rammed the tomato-laden pick-up van, leaving the driver dead on the spot."
388,388,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-chattogram-road-crashes/11872,Two killed in Chattogram road crashes,"February 02, 2019","The deceased were identified as Md Sultan, 32, son of late Ahammad Mia of East Gomdandipara village in Boalkhali Upazila and Abdul Hamid, 48, son of Abdur Rahim, hailing from Magua village in Nangalkot upazila in Cumilla district.In Potia upazila, a gas cylinder-laden truck overturned and fell on the motorcycle riding by Sultan at Choumohoni around 2pm, leaving him dead on the spot, said ABM Mizanur, in-charge of Potia Crossing Highway Police Camp.On information, police managed to seize the truck from the spot, he added.In Sitakunda, driver Abdul Hamid was killed after being hit by his pick-up van on Dhaka-Chattogram Highway at Bashbaria village in Sitakunda upazila.Sun-inspector Mahbubur Rahman of Kumira Highway Police check post said Hamid was standing in front of his pick-up van around 11 am while labors were loading goods.The victim went under the wheels of the vehicle when it moved forward on the sloppy road, leaving him dead on the spot."
389,389,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-college-students-killed-in-khulna-road-crash/11867,2 college students killed in Khulna road crash,"February 02, 2019","The deceased were identified as Shohag Sheikh, 20, son of Siddik Sheikh; and Shakil Sheikh, 20, son of Zahid Sheikh. The injured was Mojahid Sheikh, 22, son of Shaokat Sheikh. All of them hailed from Kalatia village of the upazila.The motorcycle driver and the two pillion riders were severely injured after a Rampal-bound bus hit the motorcycle on Khulna-Bagerhat road at Ramvadropur village around 1pm, Patiaghata Police Station in-charge Rabiul Kabir said, quoting witnesses.Locals took the injured to Khulna Medical College Hospital (KMCH) where Shohag and Shakil succumbed to their injuries around 4:30pm, said KMCH duty officer Imtiaz.Mojahid has been referred to Dhaka Medical College Hospital as his condition deteriorated."
390,390,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-motorcyclists-killed-in-rajbari-road-crash/11495,2 motorcyclists killed in Rajbari road crash,"January 28, 2019","The deceased was identified as Shanto, 25, son of Rajab Ali of Dhunchi village and and Hridoy, 25, son of Md Siddik of Godar Bazar area.Police said that the accident took place around 10:30 am when the truck hit the motorcycle, leaving the two motorcyclists dead on the spot.Police seized the truck but the driver and helper fled away."
391,391,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-pedestrians-killed-as-truck-ploughs-through-dhaka-footpath/11493,2 pedestrians killed as truck ploughs through Dhaka footpath,"January 28, 2019","Another killed on 300-feet road The deceased are Dalim, 20 and Mobarak, 30.Sridam Chandra Roy, sub-inspector of Airport Police Station, said the truck ploughed into a footpath after its driver lost control over the steering and hit the two pedestrians, leaving them dead on the spot.Police seized the vehicle and arrested the driver and the helper.Meanwhile, Bulbul Hossain, 22, son of Rajab Ali, hailing from Mowgapara village in Ishwarganj upazila in Mymensingh district, was killed and two others-- Sagor, 22 and Kamrul, 22,- were injured in a road crash on 300-feet road in Khilket area.Md Shahjahan Kabir, assistant sub-inspector of Khilkhet Police Station, said that on information about an accident, a team of police rushed to the spot and found the three young men critically injured inside a damaged CNG-run auto-rickshaw.Later, they were rushed to a hospital where doctors declared Bulbul dead, said the ASI adding that it could not be known yet how the accident occurred."
392,392,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/jnu-student-killed-in-sirajganj-road-crash/11321,JnU student killed in Sirajganj road crash,"January 25, 2019","The deceased was identified as A S M Julhas, 22, son of Tarajul Islam of Bindabonpara in Bogura and a 3rd year student of Law Department of the university.Syed Shahid Alam, officer-in-charge of Bangabandhu Bridge West police station, said the pick-up van hit their motorcycle around 8 pm when they were going to their home from Dhaka, leaving Julhas dead on the spot and his brother A K M Jakaria critically injured."
393,393,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/10-killed-in-road-crashes-in-7-districts/11100,10 killed in road crashes in 7 districts,"January 22, 2019","In Bagerhat, four people were killed and 20 others injured in a head-on collision between a bus and a truck on Khulna-Mawa Highway in Fakirhat Upazila.The deceased were identified as the truck's driver Kamruzzaman, 32, son of Samsuzzaman of Satkhira district; Mahamudul Hasan, 15, a schoolboy from Khulna and Bipin Poddar, 51 of Mollahat upazila. The identity of the fourth victim could not be known yet.Sub-inspector Moloy Roy of Katakhali Highway Police outpost, said the accident took place around noon when a Dhaka-bound bus of 'Tungipara Express' collided head-on with a truck, killing three people on the spot and injuring 21 others.Of the injured, five were taken to Khulna Medical College Hospital. But one of them succumbed to his injuries.Traffic on the busy road remained suspended for about two and a half hours after the incident.In Dinajpur, a severely injured three-wheeler diver Hafizur Rahman, 45, succumbed to his injuries at a hospital after a sand laden truck hit him at Haluaghat area of Nababganj upazila.Subrata Kumar Sarkar, officer-in-charge of Nababganj Police Station, said the accident took place around 7 am.In Nilphamari, a truck crushed a three-wheeler killing a man in front of Samsul Haque Auto Rice Mills on Nilphamari-Ramganj road around 11 am.Police identified the deceased as Zamiar Rahman, resident of Balarpukur area of Jaldhaka upazila.In Habiganj, a severely injured young man died as a motor-cycle turned turtle while he was learning to ride at Bahubal upazila in the morning.The deceased was identified as Sabbir Ahmed, 18, son of Mukhles Mia of Goaroa village of Sabbir upazila, said Md Masuk Ali, officer-in-charge of Bahubal Police Station.In Sirajganj, a trader died after a truck hit him while he was crossing road at Koddarmore area in Sadar upazila.Syed Shahid Alam, officer-in-charge of Bangabandhu Bridge police outpost, said a truck crushed Munnaf Sarkar leaving him severely injured.Later, he was taken to a hospital where the doctors declared him dead.In Chattogram, a schoolboy was killed following a head-on collision between a human hauler and a CNG-run auto-rickshaw in the morning.Doctors declared Masudur Rahman, 14, an eighth grader, dead after he was taken to Chittagong Medical College and Hospital (CMCH), said Assistant Sub-inspector Alauddin Talukdar of CMCH police outpost.In Joypurhat, a fisherman died and two others injured as a human hauler over turned near Amdoi-Chaumkhoni Bazar in Sadar upazila while they were returning back after netting fish from a water body.The deceased Asit, 37, son of Holadhar of Majhipara village in Sadar upazila died on the spot, said Sirajul Islam, officer-in-charge of Sadar Police Station."
